Candidate ID Number,Position Title,Department,Furthest Recruiting Stage Reached,Date of Application,Application Source,Years of Experience,Candidate Type,Degree,School,Major,Degree,School,Major,Degree,School,Major,Degree,School,Major
4658627,Associate Relationship Manager,Sales,New Application,10/10/18,Campus Event,0,Campus,Bachelors,NYU,Sociology,,,,,,,,,
487082,Associate Relationship Manager,Sales,New Application,11/19/18,Campus Job Board,1,Campus,Masters,MIT,Mathematics,Bachelors,NYU,Mathematics,,,,,,
1509959,Associate Relationship Manager,Sales,New Application,8/25/18,Campus Event,0,Campus,Bachelors,University of Texas,Economics,,,,,,,,,
5546306,System Engineer,Engineering,New Application,12/17/18,Campus Job Board,1,Campus,Bachelors,Columbia,Mathematics,Masters,UC Berkeley,Computer Science,Masters,Georgia Tech,Statistics,,,
3725042,System Engineer,Engineering,New Application,10/6/17,Campus Job Board,0,Campus,Bachelors,UC Berkeley,Physics,,,,,,,,,
3628796,Associate Relationship Manager,Sales,New Application,8/6/18,Campus Job Board,0,Campus,Bachelors,MIT,Physics,,,,,,,,,
238937,System Engineer,Engineering,New Application,9/14/16,Career Fair,0,Campus,Bachelors,UC Berkeley,Economics,,,,,,,,,
1309637,System Engineer,Engineering,New Application,3/4/18,Campus Job Board,2,Campus,PhD,MIT,Computer Science,Bachelors,Harvard,Mathematics,,,,,,
125721,System Engineer,Engineering,New Application,8/4/18,Campus Event,0,Campus,Bachelors,MIT,Computer Science,,,,,,,,,
5009234,Financial Analyst,Finance,New Application,3/12/16,Campus Job Board,3,Campus,PhD,Vanderbilt,Mathematics,Bachelors,NYU,Economics,,,,,,
3779072,Finance Manager,Finance,New Application,11/29/18,Website,6,Experienced,Bachelors,University of Texas,Business,Bachelors,MIT,Economics,,,,,,
342734,Associate Product Manager,Product,New Application,10/3/16,Advertisement,0,Campus,Bachelors,Harvard,Computer Science,,,,,,,,,
3510311,Associate Relationship Manager,Sales,In-House Interview,10/4/18,Campus Job Board,0,Campus,Bachelors,University of Michigan,Sociology,,,,,,,,,
2583834,Sr. Business Analyst,IT,New Application,12/13/18,Agency,7,Experienced,PhD,MIT,Mathematics,Bachelors,MIT,Computer Science,,,,,,
3965766,System Engineer,Engineering,New Application,10/22/18,Campus Job Board,2,Campus,Masters,Harvard,Statistics,Bachelors,Georgia Tech,Statistics,Bachelors,Georgia Tech,English,,,
1294152,Business Operations Manager,Operations,New Application,7/21/17,Career Fair,8,Experienced,Bachelors,Harvard,Computer Science,,,,,,,,,
2197037,System Engineer,Engineering,New Application,1/17/16,Campus Job Board,0,Campus,Bachelors,Harvard,Statistics,,,,,,,,,
1206311,Associate Product Manager,Product,New Application,10/13/18,Career Fair,1,Campus,Bachelors,University of Michigan,Computer Science,Bachelors,Harvard,Statistics,,,,,,
6132881,Operations Coordinator,Operations,New Application,11/4/18,Advertisement,0,Campus,Masters,MIT,Economics,Bachelors,MIT,Economics,,,,,,
6258941,UX Designer,Product,New Application,9/4/18,Website,6,Experienced,Bachelors,Vanderbilt,Computer Science,PhD,Columbia,Physics,,,,,,
317141,System Engineer,Engineering,New Application,9/23/18,Career Fair,0,Campus,Bachelors,Columbia,Physics,,,,,,,,,
6133922,Associate Product Manager,Product,New Application,10/5/16,Campus Event,1,Campus,Bachelors,Columbia,Economics,Bachelors,University of Michigan,Physics,,,,,,
108521,Business Operations Manager,Operations,New Application,3/13/17,Internal Referral,6,Experienced,Bachelors,UC Berkeley,Sociology,,,,,,,,,
3244227,Associate Relationship Manager,Sales,New Application,11/16/18,Campus Job Board,1,Campus,Bachelors,Columbia,Psychology,Bachelors,NYU,Economics,,,,,,
185984,Associate Relationship Manager,Sales,New Application,9/1/18,Campus Job Board,0,Campus,Masters,Vanderbilt,Computer Science,Bachelors,NYU,Statistics,,,,,,
124236,System Engineer,Engineering,New Application,11/5/16,Career Fair,0,Campus,Bachelors,UC Berkeley,Computer Science,,,,,,,,,
2628584,Associate Relationship Manager,Sales,New Application,12/24/18,Campus Job Board,0,Campus,Bachelors,Vanderbilt,Sociology,,,,,,,,,
812792,Operations Coordinator,Operations,New Application,11/13/18,Career Fair,0,Campus,Bachelors,Vanderbilt,Physics,,,,,,,,,
4713122,Associate Relationship Manager,Sales,New Application,10/22/18,Campus Event,0,Campus,Bachelors,University of Texas,Mathematics,,,,,,,,,
1404647,IT Analyst,IT,New Application,10/15/18,Campus Job Board,0,Campus,Bachelors,NYU,Computer Science,Bachelors,Georgia Tech,Computer Science,,,,,,
6315752,System Engineer,Engineering,Phone Screen,12/26/18,Campus Event,4,Campus,PhD,MIT,Computer Science,Bachelors,MIT,Statistics,,,,,,
1498241,System Engineer,Engineering,New Application,1/19/16,Advertisement,1,Campus,Masters,University of Washington,Economics,Bachelors,Vanderbilt,Mathematics,Bachelors,Vanderbilt,Computer Science,,,
4063661,Finance Manager,Finance,New Application,6/29/16,Career Fair,15,Experienced,Bachelors,Harvard,Statistics,,,,,,,,,
1240742,Associate Relationship Manager,Sales,In-House Interview,11/17/16,Website,3,Campus,Masters,Columbia,Mathematics,Bachelors,Vanderbilt,English,,,,,,
3164531,Associate Relationship Manager,Sales,New Application,11/9/18,Campus Event,0,Campus,Bachelors,Columbia,Physics,,,,,,,,,
2359706,System Engineer,Engineering,New Application,9/13/16,Campus Event,3,Campus,Bachelors,Columbia,Computer Science,PhD,NYU,Statistics,,,,,,
3560091,Associate Product Manager,Product,New Application,9/20/17,Campus Job Board,0,Campus,Bachelors,University of Texas,Physics,,,,,,,,,
1430591,Associate Relationship Manager,Sales,New Application,2/1/16,Campus Job Board,0,Campus,Bachelors,Harvard,Economics,,,,,,,,,
72590,System Engineer,Engineering,New Application,1/4/16,Advertisement,0,Campus,Bachelors,University of Texas,English,,,,,,,,,
1141917,Associate Product Manager,Product,New Application,11/6/17,Campus Event,0,Campus,Bachelors,University of Texas,Mathematics,,,,,,,,,
6168026,Associate Product Manager,Product,Phone Screen,12/28/16,Campus Job Board,0,Campus,Bachelors,Harvard,Economics,,,,,,,,,
185780,System Engineer,Engineering,New Application,10/10/16,Advertisement,0,Campus,Bachelors,University of Texas,Computer Science,,,,,,,,,
246872,Sr. Customer Service Operations Associate,Operations,New Application,10/17/17,Internal Referral,4,Experienced,Bachelors,MIT,Mathematics,,,,,,,,,
141737,Operations Coordinator,Operations,New Application,1/7/17,Advertisement,0,Campus,Bachelors,Harvard,Economics,,,,,,,,,
2948261,Finance Manager,Finance,New Application,3/25/17,Website,4,Experienced,Bachelors,NYU,Economics,,,,,,,,,
6131166,System Engineer,Engineering,Phone Screen,8/4/18,Career Fair,2,Campus,Bachelors,NYU,Statistics,PhD,Georgia Tech,Statistics,,,,,,
6339281,Associate Relationship Manager,Sales,Phone Screen,10/16/16,Campus Job Board,4,Campus,PhD,Harvard,Psychology,Bachelors,University of Texas,Sociology,,,,,,
6084824,Account Executive,Sales,Phone Screen,2/11/18,Agency,5,Experienced,Bachelors,Georgia Tech,Political Science,PhD,Georgia Tech,Management,,,,,,
4878551,System Engineer,Engineering,New Application,11/22/17,Campus Event,2,Campus,Bachelors,MIT,Statistics,PhD,NYU,English,,,,,,
225221,Operations Generalist,Operations,New Application,2/7/18,Campus Event,0,Campus,Bachelors,Vanderbilt,Statistics,,,,,,,,,
6111422,Associate Relationship Manager,Sales,Phone Screen,12/21/16,Campus Job Board,0,Campus,Bachelors,NYU,Statistics,,,,,,,,,
6084672,System Engineer,Engineering,Phone Screen,10/27/16,Campus Event,0,Campus,Bachelors,University of Michigan,Statistics,,,,,,,,,
254481,Finance Manager,Finance,In-House Interview,10/17/16,Advertisement,4,Experienced,Bachelors,Georgia Tech,Political Science,,,,,,,,,
146381,System Engineer,Engineering,New Application,3/3/16,Website,0,Campus,Bachelors,Harvard,Statistics,,,,,,,,,
2207282,Associate Relationship Manager,Sales,New Application,2/11/18,Campus Job Board,1,Campus,Bachelors,NYU,Music,Bachelors,NYU,Management,,,,,,
6244601,UX Designer,Product,New Application,9/28/16,Agency,4,Experienced,Masters,Harvard,Economics,Bachelors,NYU,Economics,,,,,,
277892,Associate Relationship Manager,Sales,New Application,11/2/17,Campus Event,0,Campus,Bachelors,Harvard,Sociology,,,,,,,,,
650537,System Engineer,Engineering,New Application,9/19/18,Career Fair,0,Campus,Bachelors,Harvard,Mathematics,,,,,,,,,
424157,Financial Analyst,Finance,New Application,10/3/18,Advertisement,0,Campus,Bachelors,UC Berkeley,English,,,,,,,,,
6249317,System Engineer,Engineering,Phone Screen,9/16/16,Campus Job Board,2,Campus,Bachelors,Columbia,Computer Science,PhD,NYU,Statistics,,,,,,
3422132,Associate Product Manager,Product,New Application,9/11/18,Career Fair,0,Campus,Bachelors,Columbia,Statistics,,,,,,,,,
1926051,Associate Relationship Manager,Sales,New Application,12/28/18,Campus Job Board,0,Campus,Bachelors,Vanderbilt,Business,,,,,,,,,
168065,System Engineer,Engineering,New Application,9/10/18,Career Fair,0,Campus,Bachelors,Vanderbilt,Computer Science,,,,,,,,,
1654397,Account Executive,Sales,New Application,10/2/17,Website,6,Experienced,Bachelors,Columbia,Physics,,,,,,,,,
224576,Associate Product Manager,Product,New Application,2/26/17,Advertisement,0,Campus,Bachelors,MIT,Statistics,,,,,,,,,
6343676,Associate Relationship Manager,Sales,Phone Screen,2/17/18,Campus Job Board,0,Campus,Bachelors,MIT,Business,,,,,,,,,
3388722,System Engineer,Engineering,New Application,1/7/18,Campus Job Board,2,Campus,Bachelors,Harvard,Statistics,Masters,Harvard,Physics,Masters,NYU,Economics,,,
823556,Sr. Customer Service Operations Associate,Operations,New Application,4/23/17,Outsourced,15,Experienced,Bachelors,MIT,Statistics,,,,,,,,,
84275,System Engineer,Engineering,New Application,1/10/16,Advertisement,0,Campus,Bachelors,UC Berkeley,Mathematics,,,,,,,,,
6075087,Financial Analyst,Finance,New Application,9/8/17,Campus Job Board,0,Campus,Bachelors,University of Michigan,Management,Bachelors,UC Berkeley,Mathematics,Bachelors,UC Berkeley,English,,,
3943562,Financial Analyst,Finance,New Application,12/21/18,Campus Job Board,0,Campus,Bachelors,UC Berkeley,English,,,,,,,,,
168297,IT Analyst,IT,New Application,9/7/18,Career Fair,0,Campus,Bachelors,UC Berkeley,Statistics,,,,,,,,,
39520,IT Analyst,IT,Offer Sent,9/25/17,Campus Job Board,0,Campus,Bachelors,University of Washington,Statistics,,,,,,,,,
2238167,Associate Relationship Manager,Sales,New Application,9/15/16,Campus Job Board,0,Campus,Bachelors,Harvard,Economics,,,,,,,,,
6310212,Associate Product Manager,Product,Phone Screen,1/1/17,Campus Job Board,4,Campus,Bachelors,University of Texas,Mathematics,PhD,Columbia,Economics,,,,,,
157902,Associate Relationship Manager,Sales,New Application,12/8/18,Campus Job Board,0,Campus,Bachelors,NYU,Computer Science,,,,,,,,,
409892,System Engineer,Engineering,New Application,12/26/16,Campus Job Board,0,Campus,Masters,MIT,Computer Science,Bachelors,Harvard,Computer Science,Bachelors,Harvard,Economics,,,
6314361,UX Designer,Product,Phone Screen,2/18/18,Agency,7,Experienced,Bachelors,UC Berkeley,Mathematics,,,,,,,,,
1670291,Sr. Customer Service Operations Associate,Operations,New Application,4/18/17,Outsourced,11,Experienced,Bachelors,Vanderbilt,English,,,,,,,,,
25685,Operations Generalist,Operations,New Application,9/23/18,Career Fair,0,Campus,Bachelors,Georgia Tech,Physics,,,,,,,,,
11376,Operations Coordinator,Operations,New Application,9/19/18,Career Fair,0,Campus,Bachelors,MIT,Computer Science,,,,,,,,,
6078656,System Engineer,Engineering,Phone Screen,10/7/16,Advertisement,2,Campus,Bachelors,NYU,Statistics,PhD,NYU,Computer Science,,,,,,
5642412,System Engineer,Engineering,New Application,11/6/18,Career Fair,0,Campus,Bachelors,NYU,Mathematics,,,,,,,,,
5956287,UX Designer,Product,In-House Interview,4/11/18,Website,4,Experienced,Masters,Georgia Tech,Computer Science,Bachelors,NYU,Computer Science,,,,,,
825959,Associate Relationship Manager,Sales,New Application,1/27/17,Campus Job Board,0,Campus,Bachelors,NYU,Mathematics,,,,,,,,,
698642,IT Analyst,IT,New Application,10/27/17,Career Fair,0,Campus,Bachelors,University of Texas,English,,,,,,,,,
1175336,IT Analyst,IT,New Application,1/18/17,Campus Event,3,Campus,Bachelors,UC Berkeley,Computer Science,PhD,Harvard,Computer Science,,,,,,
6196949,Associate Product Manager,Product,Phone Screen,9/19/18,Campus Job Board,4,Campus,PhD,University of Texas,English,Bachelors,Columbia,Computer Science,,,,,,
91718,System Engineer,Engineering,New Application,8/2/18,Career Fair,0,Campus,Bachelors,MIT,Physics,,,,,,,,,
3770942,Associate Relationship Manager,Sales,New Application,1/22/18,Campus Job Board,0,Campus,Masters,Vanderbilt,Computer Science,Bachelors,University of Texas,Economics,Bachelors,University of Texas,Statistics,,,
506607,Financial Analyst,Finance,New Application,9/5/17,Campus Job Board,3,Campus,Bachelors,Harvard,Economics,PhD,Georgia Tech,Mathematics,,,,,,
6255906,Associate Relationship Manager,Sales,New Application,11/13/16,Website,2,Campus,PhD,Vanderbilt,Statistics,Bachelors,MIT,Computer Science,,,,,,
201861,IT Analyst,IT,New Application,9/3/17,Advertisement,0,Campus,Bachelors,Georgia Tech,Economics,,,,,,,,,
1251326,System Engineer,Engineering,In-House Interview,1/30/16,Campus Event,2,Campus,PhD,MIT,Computer Science,Masters,NYU,Computer Science,Bachelors,University of Texas,Statistics,,,
1771007,System Engineer,Engineering,In-House Interview,11/13/16,Campus Job Board,1,Campus,Bachelors,NYU,Computer Science,PhD,University of Texas,English,,,,,,
6117449,Business Operations Manager,Operations,Phone Screen,3/16/16,Internal Referral,4,Experienced,Bachelors,NYU,Business,,,,,,,,,
3060,Associate Relationship Manager,Sales,Offer Sent,9/5/17,Career Fair,0,Campus,Bachelors,MIT,Economics,,,,,,,,,
4835382,Associate Product Manager,Product,New Application,9/30/18,Website,2,Campus,PhD,NYU,Physics,Bachelors,MIT,Physics,,,,,,
6075212,System Engineer,Engineering,Phone Screen,12/21/18,Campus Job Board,1,Campus,Masters,Harvard,Statistics,Bachelors,MIT,Mathematics,Bachelors,MIT,Statistics,,,
49436,Operations Generalist,Operations,New Application,10/31/17,Career Fair,0,Campus,Bachelors,UC Berkeley,Statistics,,,,,,,,,
3078536,Sr. Product Manager,Product,Phone Screen,9/28/18,Outsourced,12,Experienced,Bachelors,University of Texas,Political Science,,,,,,,,,
3105431,Associate Relationship Manager,Sales,New Application,10/15/17,Website,0,Campus,Bachelors,Harvard,Political Science,,,,,,,,,
886082,Associate Relationship Manager,Sales,New Application,10/17/18,Career Fair,0,Campus,Bachelors,UC Berkeley,Computer Science,,,,,,,,,
1880511,Associate Relationship Manager,Sales,New Application,12/29/17,Campus Job Board,0,Campus,Bachelors,NYU,Classics,,,,,,,,,
105234,Associate Product Manager,Product,New Application,10/30/17,Campus Job Board,2,Campus,PhD,NYU,Physics,Bachelors,Columbia,Mathematics,,,,,,
2723861,System Engineer,Engineering,New Application,2/12/16,Website,1,Campus,Masters,Vanderbilt,Physics,Bachelors,MIT,Computer Science,Bachelors,MIT,Statistics,,,
5214959,Associate Product Manager,Product,New Application,10/2/17,Career Fair,0,Campus,Bachelors,University of Washington,Computer Science,,,,,,,,,
2730734,Associate Relationship Manager,Sales,New Application,3/17/18,Campus Job Board,0,Campus,Bachelors,MIT,Mathematics,,,,,,,,,
6169776,System Engineer,Engineering,Phone Screen,12/12/17,Campus Job Board,0,Campus,Bachelors,University of Texas,Computer Science,Masters,Vanderbilt,Statistics,Masters,NYU,Economics,,,
6092699,Associate Relationship Manager,Sales,Phone Screen,11/27/16,Advertisement,1,Campus,Masters,UC Berkeley,Mathematics,Bachelors,University of Texas,Computer Science,Bachelors,University of Texas,Mathematics,,,
846546,Associate Relationship Manager,Sales,New Application,9/17/18,Career Fair,0,Campus,Bachelors,UC Berkeley,Statistics,,,,,,,,,
2758316,System Engineer,Engineering,New Application,1/29/16,Campus Job Board,0,Campus,Bachelors,NYU,Mathematics,,,,,,,,,
3063917,Associate Product Manager,Product,In-House Interview,2/5/17,Campus Job Board,0,Campus,Bachelors,University of Texas,Computer Science,,,,,,,,,
5340422,Associate Product Manager,Product,In-House Interview,11/25/16,Website,3,Campus,Bachelors,University of Texas,Mathematics,PhD,UC Berkeley,Statistics,,,,,,
3022692,Associate Product Manager,Product,New Application,1/1/18,Campus Job Board,0,Campus,Bachelors,NYU,Economics,,,,,,,,,
6097067,Associate Relationship Manager,Sales,Phone Screen,10/21/18,Campus Job Board,0,Campus,Bachelors,University of Michigan,Mathematics,Bachelors,MIT,Economics,,,,,,
6088596,System Engineer,Engineering,Phone Screen,9/28/16,Career Fair,0,Campus,Bachelors,Harvard,Computer Science,,,,,,,,,
2402396,Associate Product Manager,Product,New Application,1/20/16,Campus Job Board,0,Campus,Bachelors,Columbia,Statistics,,,,,,,,,
39866,System Engineer,Engineering,New Application,1/1/17,Career Fair,0,Campus,Bachelors,University of Washington,Statistics,,,,,,,,,
1317417,System Engineer,Engineering,New Application,11/20/16,Career Fair,2,Campus,Bachelors,NYU,Computer Science,PhD,MIT,Computer Science,,,,,,
114281,System Engineer,Engineering,In-House Interview,2/6/16,Website,2,Campus,PhD,MIT,Mathematics,Masters,Columbia,Mathematics,Bachelors,NYU,Statistics,,,
32846,System Engineer,Engineering,New Application,9/29/18,Career Fair,0,Campus,Bachelors,MIT,Computer Science,,,,,,,,,
725126,IT Analyst,IT,New Application,9/11/17,Advertisement,2,Campus,PhD,University of Texas,Mathematics,Bachelors,UC Berkeley,Computer Science,,,,,,
4237206,Account Executive,Sales,New Application,4/16/17,Advertisement,8,Experienced,Bachelors,NYU,Computer Science,,,,,,,,,
